"Fragment","Date.0","Genotype.0","Tank.0","A_Tank.0","Nutrients.0","Disease.0","YII.0","Sample.0","Date.2","Genotype.2","Tank.2","A_Tank.2","Nutrients.2","Disease.2","YII.2","Sample.2","Date.3","Genotype.3","Tank.3","A_Tank.3","Nutrients.3","Disease.3","YII.3","Sample.3","Date.4","Genotype.4","Tank.4","A_Tank.4","Nutrients.4","Disease.4","YII.4","Sample.4","Date.5","Genotype.5","Tank.5","A_Tank.5","Nutrients.5","Disease.5","YII.5","Sample.5","Date.6","Genotype.6","Tank.6","A_Tank.6","Nutrients.6","Disease.6","YII.6","Sample.6","Date.7","Genotype.7","Tank.7","A_Tank.7","Nutrients.7","Disease.7","YII.7","Sample.7","Date.8","Genotype.8","Tank.8","A_Tank.8","Nutrients.8","Disease.8","YII.8","Sample.8","Date.9","Genotype.9","Tank.9","A_Tank.9","Nutrients.9","Disease.9","YII.9","Sample.9","Date.10","Genotype.10","Tank.10","A_Tank.10","Nutrients.10","Disease.10","YII.10","Sample.10","Date.11","Genotype.11","Tank.11","A_Tank.11","Nutrients.11","Disease.11","YII.11","Sample.11","Date.12","Genotype.12","Tank.12","A_Tank.12","Nutrients.12","Disease.12","YII.12","Sample.12","Date.13","Genotype.13","Tank.13","A_Tank.13","Nutrients.13","Disease.13","YII.13","Sample.13"
"A199","2020-08-12","FM9","3","4","NH4","Pathogen",0.69,"2020-08-12_A199","2020-09-02","FM9","4","4","NH4","Pathogen",0.565,"2020-09-02_A199","2020-09-11","FM9","4","4","NH4","Pathogen",0.64,"2020-09-11_A199","2020-09-18","FM9","4","4","NH4","Pathogen",0.589,"2020-09-18_A199","2020-09-22","FM9","4","4","NH4","Pathogen",0.58,"2020-09-22_A199","2020-09-25","FM9","4","4","NH4","Pathogen",0.595,"2020-09-25_A199","2020-10-02","FM9","4","4","NH4","Pathogen",0.532,"2020-10-02_A199","2020-10-09","FM9","4","4","NH4","Pathogen",0.519,"2020-10-09_A199","2020-10-15","FM9","4","4","NH4","Pathogen",0.577,"2020-10-15_A199","2020-10-23","FM9","4","4","NH4","Pathogen",0.574,"2020-10-23_A199",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","4","4","NH4","Pathogen",0.562,"2020-10-30_A199","2020-11-06","FM9","3","4","NH4","Pathogen",0.561,"2020-11-06_A199"
"A200","2020-08-12","FM9","3","5","Ambient","Pathogen",0.689,"2020-08-12_A200","2020-09-02","FM9","5","5","Ambient","Pathogen",0.636,"2020-09-02_A200","2020-09-11","FM9","5","5","Ambient","Pathogen",0.599,"2020-09-11_A200","2020-09-18","FM9","5","5","Ambient","Pathogen",0.572,"2020-09-18_A200","2020-09-22","FM9","5","5","Ambient","Pathogen",0.566,"2020-09-22_A200","2020-09-25","FM9","5","5","Ambient","Pathogen",0.552,"2020-09-25_A200","2020-10-02","FM9","5","5","Ambient","Pathogen",0.555,"2020-10-02_A200","2020-10-09","FM9","5","5","Ambient","Pathogen",0.525,"2020-10-09_A200","2020-10-15","FM9","1","5","Ambient","Pathogen",0.539,"2020-10-15_A200","2020-10-23","FM9","1","5","Ambient","Pathogen",0.533,"2020-10-23_A200",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","1","5","Ambient","Pathogen",0.533,"2020-10-30_A200",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-08-12","FM9","3","3","NH4","Pathogen",0.689,"2020-08-12_201","2020-09-02","FM9","7","3","NH4","Pathogen",0.654,"2020-09-02_201","2020-09-11","FM9","3","3","NH4","Pathogen",0.578,"2020-09-11_201","2020-09-18","FM9","3","3","NH4","Pathogen",0.598,"2020-09-18_201","2020-09-22","FM9","3","3","NH4","Pathogen",0.572,"2020-09-22_201","2020-09-25","FM9","3","3","NH4","Pathogen",0.591,"2020-09-25_201","2020-10-02","FM9","3","3","NH4","Pathogen",0.523,"2020-10-02_201","2020-10-09","FM9","3","3","NH4","Pathogen",0.529,"2020-10-09_201","2020-10-15","FM9","3","3","NH4","Pathogen",0.582,"2020-10-15_201","2020-10-23","FM9","3","3","NH4","Pathogen",0.552,"2020-10-23_201",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","3","3","NH4","Pathogen",0.562,"2020-10-30_201","2020-11-06","FM9","2","3","NH4","Pathogen",0.555,"2020-11-06_201"
"202","2020-08-12","FM9","3","3","NH4","Pathogen",0.696,"2020-08-12_202","2020-09-02","FM9","7","3","NH4","Pathogen",0.638,"2020-09-02_202","2020-09-11","FM9","3","3","NH4","Pathogen",0.612,"2020-09-11_202","2020-09-18","FM9","3","3","NH4","Pathogen",0.553,"2020-09-18_202","2020-09-22","FM9","3","3","NH4","Pathogen",0.542,"2020-09-22_202","2020-09-25","FM9","3","3","NH4","Pathogen",0.583,"2020-09-25_202","2020-10-02","FM9","3","3","NH4","Pathogen",0.524,"2020-10-02_202","2020-10-09","FM9","3","3","NH4","Pathogen",0.518,"2020-10-09_202","2020-10-15","FM9","3","3","NH4","Pathogen",0.561,"2020-10-15_202","2020-10-23","FM9","3","3","NH4","Pathogen",0.553,"2020-10-23_202",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","3","3","NH4","Pathogen",0.588,"2020-10-30_202","2020-11-06","FM9","2","3","NH4","Pathogen",0.56,"2020-11-06_202"
"204","2020-08-12","FM9","3","4","NH4","Placebo",0.694,"2020-08-12_204","2020-09-02","FM9","4","4","NH4","Placebo",0.606,"2020-09-02_204","2020-09-11","FM9","4","4","NH4","Placebo",0.644,"2020-09-11_204","2020-09-18","FM9","4","4","NH4","Placebo",0.606,"2020-09-18_204","2020-09-22","FM9","4","4","NH4","Placebo",0.577,"2020-09-22_204","2020-09-25","FM9","4","4","NH4","Placebo",0.58,"2020-09-25_204","2020-10-02","FM9","4","4","NH4","Placebo",0.567,"2020-10-02_204","2020-10-09","FM9","4","4","NH4","Placebo",0.55,"2020-10-09_204","2020-10-15","FM9","8","4","NH4","Placebo",0.587,"2020-10-15_204","2020-10-23","FM9","8","4","NH4","Placebo",0.575,"2020-10-23_204",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","8","4","NH4","Placebo",0.568,"2020-10-30_204","2020-11-06","FM9","6","4","NH4","Placebo",0.549,"2020-11-06_204"
"205","2020-08-12","FM9","3","7","NH4","Pathogen",0.651,"2020-08-12_205","2020-09-02","FM9","1","7","NH4","Pathogen",0.51,"2020-09-02_205","2020-09-11","FM9","1","7","NH4","Pathogen",0.573,"2020-09-11_205","2020-09-18","FM9","7","7","NH4","Pathogen",0.57,"2020-09-18_205","2020-09-22","FM9","7","7","NH4","Pathogen",0.547,"2020-09-22_205","2020-09-25","FM9","7","7","NH4","Pathogen",0.583,"2020-09-25_205","2020-10-02","FM9","7","7","NH4","Pathogen",0.496,"2020-10-02_205","2020-10-09","FM9","7","7","NH4","Pathogen",0.57,"2020-10-09_205","2020-10-15","FM9","3","7","NH4","Pathogen",0.576,"2020-10-15_205","2020-10-23","FM9","3","7","NH4","Pathogen",0.564,"2020-10-23_205",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","3","7","NH4","Pathogen",0.592,"2020-10-30_205",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-08-12","FM9","3","2","Ambient","Placebo",0.698,"2020-08-12_207","2020-09-02","FM9","8","2","Ambient","Placebo",0.634,"2020-09-02_207","2020-09-11","FM9","8","2","Ambient","Placebo",0.64,"2020-09-11_207","2020-09-18","FM9","2","2","Ambient","Placebo",0.571,"2020-09-18_207","2020-09-22","FM9","2","2","Ambient","Placebo",0.544,"2020-09-22_207","2020-09-25","FM9","2","2","Ambient","Placebo",0.572,"2020-09-25_207","2020-10-02","FM9","2","2","Ambient","Placebo",0.534,"2020-10-02_207","2020-10-09","FM9","2","2","Ambient","Placebo",0.532,"2020-10-09_207","2020-10-15","FM9","6","2","Ambient","Placebo",0.564,"2020-10-15_207","2020-10-23","FM9","6","2","Ambient","Placebo",0.558,"2020-10-23_207",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","6","2","Ambient","Placebo",0.545,"2020-10-30_207","2020-11-06","FM9","5","2","Ambient","Pathogen",0.521,"2020-11-06_207"
"208","2020-08-12","FM9","3","1","Ambient","Placebo",0.688,"2020-08-12_208","2020-09-02","FM9","3","1","Ambient","Placebo",0.604,"2020-09-02_208","2020-09-11","FM9","7","1","Ambient","Placebo",0.57,"2020-09-11_208","2020-09-18","FM9","1","1","Ambient","Placebo",0.595,"2020-09-18_208","2020-09-22","FM9","1","1","Ambient","Placebo",0.598,"2020-09-22_208","2020-09-25","FM9","1","1","Ambient","Placebo",0.613,"2020-09-25_208","2020-10-02","FM9","1","1","Ambient","Placebo",0.57,"2020-10-02_208","2020-10-09","FM9","1","1","Ambient","Placebo",0.564,"2020-10-09_208","2020-10-15","FM9","1","1","Ambient","Pathogen",0.584,"2020-10-15_208","2020-10-23","FM9","1","1","Ambient","Pathogen",0.562,"2020-10-23_208",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","1","1","Ambient","Pathogen",0.548,"2020-10-30_208","2020-11-06","FM9","1","1","Ambient","Pathogen",0.556,"2020-11-06_208"
"209","2020-08-12","FM9","3","2","Ambient","Placebo",0.694,"2020-08-12_209","2020-09-02","FM9","8","2","Ambient","Placebo",0.585,"2020-09-02_209","2020-09-11","FM9","8","2","Ambient","Placebo",0.585,"2020-09-11_209","2020-09-18","FM9","2","2","Ambient","Placebo",0.53,"2020-09-18_209","2020-09-22","FM9","2","2","Ambient","Placebo",0.549,"2020-09-22_209","2020-09-25","FM9","2","2","Ambient","Placebo",0.591,"2020-09-25_209","2020-10-02","FM9","2","2","Ambient","Placebo",0.511,"2020-10-02_209","2020-10-09","FM9","2","2","Ambient","Placebo",0.546,"2020-10-09_209","2020-10-15","FM9","6","2","Ambient","Placebo",0.552,"2020-10-15_209","2020-10-23","FM9","6","2","Ambient","Placebo",0.55,"2020-10-23_209",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","6","2","Ambient","Placebo",0.552,"2020-10-30_209","2020-11-06","FM9","5","2","Ambient","Pathogen",0.516,"2020-11-06_209"
"211","2020-08-12","FM9","3","8","NH4","Placebo",0.693,"2020-08-12_211","2020-09-02","FM9","2","8","NH4","Placebo",0.648,"2020-09-02_211","2020-09-11","FM9","2","8","NH4","Placebo",0.606,"2020-09-11_211","2020-09-18","FM9","8","8","NH4","Placebo",0.577,"2020-09-18_211","2020-09-22","FM9","8","8","NH4","Placebo",0.564,"2020-09-22_211","2020-09-25","FM9","8","8","NH4","Placebo",0.554,"2020-09-25_211","2020-10-02","FM9","8","8","NH4","Placebo",0.539,"2020-10-02_211","2020-10-09","FM9","8","8","NH4","Placebo",0.573,"2020-10-09_211","2020-10-15","FM9","8","8","NH4","Placebo",0.545,"2020-10-15_211","2020-10-23","FM9","8","8","NH4","Placebo",0.587,"2020-10-23_211",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","8","8","NH4","Placebo",0.566,"2020-10-30_211","2020-11-06","FM9","6","8","NH4","Placebo",0.55,"2020-11-06_211"
"214","2020-08-12","FM9","3","8","NH4","Placebo",0.686,"2020-08-12_214","2020-09-02","FM9","2","8","NH4","Placebo",0.618,"2020-09-02_214","2020-09-11","FM9","2","8","NH4","Placebo",0.597,"2020-09-11_214","2020-09-18","FM9","8","8","NH4","Placebo",0.582,"2020-09-18_214","2020-09-22","FM9","8","8","NH4","Placebo",0.534,"2020-09-22_214","2020-09-25","FM9","8","8","NH4","Placebo",0.59,"2020-09-25_214","2020-10-02","FM9","8","8","NH4","Placebo",0.581,"2020-10-02_214","2020-10-09","FM9","4","8","NH4","Placebo",0.581,"2020-10-09_214","2020-10-15","FM9","8","8","NH4","Placebo",0.583,"2020-10-15_214","2020-10-23","FM9","8","8","NH4","Placebo",0.555,"2020-10-23_214",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","8","8","NH4","Placebo",0.559,"2020-10-30_214","2020-11-06","FM9","6","8","NH4","Placebo",0.52,"2020-11-06_214"
"215","2020-08-12","FM9","3","3","NH4","Placebo",0.676,"2020-08-12_215","2020-09-02","FM9","7","3","NH4","Placebo",0.638,"2020-09-02_215","2020-09-11","FM9","3","3","NH4","Placebo",0.598,"2020-09-11_215","2020-09-18","FM9","3","3","NH4","Placebo",0.566,"2020-09-18_215","2020-09-22","FM9","3","3","NH4","Placebo",0.535,"2020-09-22_215","2020-09-25","FM9","3","3","NH4","Placebo",0.579,"2020-09-25_215","2020-10-02","FM9","3","3","NH4","Placebo",0.507,"2020-10-02_215","2020-10-09","FM9","3","3","NH4","Placebo",0.521,"2020-10-09_215","2020-10-15","FM9","7","3","NH4","Placebo",0.581,"2020-10-15_215","2020-10-23","FM9","7","3","NH4","Placebo",0.525,"2020-10-23_215",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","7","3","NH4","Placebo",0.584,"2020-10-30_215","2020-11-06","FM9","6","3","NH4","Placebo",0.537,"2020-11-06_215"
"216","2020-08-12","FM9","3","4","NH4","Pathogen",0.692,"2020-08-12_216","2020-09-02","FM9","4","4","NH4","Pathogen",0.589,"2020-09-02_216","2020-09-11","FM9","4","4","NH4","Pathogen",0.576,"2020-09-11_216","2020-09-18","FM9","4","4","NH4","Pathogen",0.584,"2020-09-18_216","2020-09-22","FM9","4","4","NH4","Pathogen",0.576,"2020-09-22_216","2020-09-25","FM9","4","4","NH4","Pathogen",0.57,"2020-09-25_216","2020-10-02","FM9","4","4","NH4","Pathogen",0.56,"2020-10-02_216","2020-10-09","FM9","4","4","NH4","Pathogen",0.57,"2020-10-09_216","2020-10-15","FM9","4","4","NH4","Pathogen",0.569,"2020-10-15_216","2020-10-23","FM9","4","4","NH4","Pathogen",0.564,"2020-10-23_216",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","4","4","NH4","Pathogen",0.566,"2020-10-30_216","2020-11-06","FM9","3","4","NH4","Pathogen",0.532,"2020-11-06_216"
"217","2020-08-12","FM9","3","6","Ambient","Pathogen",0.697,"2020-08-12_217","2020-09-02","FM9","6","6","Ambient","Pathogen",0.658,"2020-09-02_217","2020-09-11","FM9","6","6","Ambient","Pathogen",0.594,"2020-09-11_217","2020-09-18","FM9","6","6","Ambient","Pathogen",0.587,"2020-09-18_217","2020-09-22","FM9","6","6","Ambient","Pathogen",0.574,"2020-09-22_217","2020-09-25","FM9","6","6","Ambient","Pathogen",0.551,"2020-09-25_217","2020-10-02","FM9","6","6","Ambient","Pathogen",0.527,"2020-10-02_217","2020-10-09","FM9","6","6","Ambient","Pathogen",0.494,"2020-10-09_217","2020-10-15","FM9","2","6","Ambient","Pathogen",0.536,"2020-10-15_217","2020-10-23","FM9","2","6","Ambient","Pathogen",0.515,"2020-10-23_217","2020-10-29","FM9","2","6","Ambient","Pathogen",0.482,"2020-10-29_217","2020-10-30","FM9","2","6","Ambient","Pathogen",0.499,"2020-10-30_217",NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-08-12","FM9","3","1","Ambient","Placebo",0.696,"2020-08-12_218","2020-09-02","FM9","3","1","Ambient","Placebo",0.606,"2020-09-02_218","2020-09-11","FM9","7","1","Ambient","Placebo",0.625,"2020-09-11_218","2020-09-18","FM9","1","1","Ambient","Placebo",0.603,"2020-09-18_218","2020-09-22","FM9","1","1","Ambient","Placebo",0.558,"2020-09-22_218","2020-09-25","FM9","1","1","Ambient","Placebo",0.591,"2020-09-25_218","2020-10-02","FM9","1","1","Ambient","Placebo",0.582,"2020-10-02_218","2020-10-09","FM9","1","1","Ambient","Placebo",0.57,"2020-10-09_218","2020-10-15","FM9","5","1","Ambient","Placebo",0.591,"2020-10-15_218","2020-10-23","FM9","5","1","Ambient","Placebo",0.57,"2020-10-23_218",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","5","1","Ambient","Placebo",0.554,"2020-10-30_218","2020-11-06","FM9","4","1","Ambient","Placebo",0.491,"2020-11-06_218"
"220","2020-08-12","FM9","3","7","NH4","Placebo",0.697,"2020-08-12_220","2020-09-02","FM9","1","7","NH4","Placebo",0.631,"2020-09-02_220","2020-09-11","FM9","1","7","NH4","Placebo",0.608,"2020-09-11_220","2020-09-18","FM9","7","7","NH4","Placebo",0.575,"2020-09-18_220","2020-09-22","FM9","7","7","NH4","Placebo",0.585,"2020-09-22_220","2020-09-25","FM9","7","7","NH4","Placebo",0.578,"2020-09-25_220","2020-10-02","FM9","7","7","NH4","Placebo",0.537,"2020-10-02_220","2020-10-09","FM9","7","7","NH4","Placebo",0.587,"2020-10-09_220","2020-10-15","FM9","7","7","NH4","Placebo",0.594,"2020-10-15_220","2020-10-23","FM9","7","7","NH4","Placebo",0.581,"2020-10-23_220",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","7","7","NH4","Placebo",0.572,"2020-10-30_220","2020-11-06","FM9","6","7","NH4","Placebo",0.549,"2020-11-06_220"
"221","2020-08-12","FM9","3","6","Ambient","Placebo",0.697,"2020-08-12_221","2020-09-02","FM9","6","6","Ambient","Placebo",0.49,"2020-09-02_221","2020-09-11","FM9","6","6","Ambient","Placebo",0.617,"2020-09-11_221","2020-09-18","FM9","6","6","Ambient","Placebo",0.435,"2020-09-18_221","2020-09-22","FM9","6","6","Ambient","Placebo",0.551,"2020-09-22_221","2020-09-25","FM9","6","6","Ambient","Placebo",0.547,"2020-09-25_221","2020-10-02","FM9","6","6","Ambient","Placebo",0.541,"2020-10-02_221","2020-10-09","FM9","6","6","Ambient","Placebo",0.527,"2020-10-09_221","2020-10-15","FM9","6","6","Ambient","Placebo",0.545,"2020-10-15_221","2020-10-23","FM9","6","6","Ambient","Placebo",0.495,"2020-10-23_221",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","6","6","Ambient","Placebo",0.455,"2020-10-30_221","2020-11-06","FM9","5","6","Ambient","Pathogen",0.451,"2020-11-06_221"
"222","2020-08-12","FM9","3","8","NH4","Pathogen",0.698,"2020-08-12_222","2020-09-02","FM9","2","8","NH4","Pathogen",0.605,"2020-09-02_222","2020-09-11","FM9","2","8","NH4","Pathogen",0.529,"2020-09-11_222","2020-09-18","FM9","8","8","NH4","Pathogen",0.534,"2020-09-18_222","2020-09-22","FM9","8","8","NH4","Pathogen",0.57,"2020-09-22_222","2020-09-25","FM9","8","8","NH4","Pathogen",0.584,"2020-09-25_222","2020-10-02","FM9","8","8","NH4","Pathogen",0.543,"2020-10-02_222","2020-10-09","FM9","8","8","NH4","Pathogen",0.587,"2020-10-09_222","2020-10-15","FM9","4","8","NH4","Pathogen",0.595,"2020-10-15_222","2020-10-23","FM9","4","8","NH4","Pathogen",0.55,"2020-10-23_222",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","4","8","NH4","Pathogen",0.5,"2020-10-30_222","2020-11-06","FM9","3","8","NH4","Pathogen",0.543,"2020-11-06_222"
"224","2020-08-12","FM9","3","6","Ambient","Pathogen",0.691,"2020-08-12_224","2020-09-02","FM9","6","6","Ambient","Pathogen",0.622,"2020-09-02_224","2020-09-11","FM9","6","6","Ambient","Pathogen",0.602,"2020-09-11_224","2020-09-18","FM9","6","6","Ambient","Pathogen",0.531,"2020-09-18_224","2020-09-22","FM9","6","6","Ambient","Pathogen",0.499,"2020-09-22_224","2020-09-25","FM9","6","6","Ambient","Pathogen",0.563,"2020-09-25_224","2020-10-02","FM9","6","6","Ambient","Pathogen",0.561,"2020-10-02_224","2020-10-09","FM9","6","6","Ambient","Pathogen",0.547,"2020-10-09_224","2020-10-15","FM9","2","6","Ambient","Pathogen",0.574,"2020-10-15_224","2020-10-23","FM9","2","6","Ambient","Pathogen",0.54,"2020-10-23_224","2020-10-29","FM9","2","6","Ambient","Pathogen",0.519,"2020-10-29_224","2020-10-30","FM9","2","6","Ambient","Pathogen",0.503,"2020-10-30_224",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-08-12","FM9","3","2","Ambient","Pathogen",0.685,"2020-08-12_225","2020-09-02","FM9","8","2","Ambient","Pathogen",0.63,"2020-09-02_225","2020-09-11","FM9","8","2","Ambient","Pathogen",0.6,"2020-09-11_225","2020-09-18","FM9","2","2","Ambient","Pathogen",0.593,"2020-09-18_225","2020-09-22","FM9","2","2","Ambient","Pathogen",0.601,"2020-09-22_225","2020-09-25","FM9","2","2","Ambient","Pathogen",0.579,"2020-09-25_225","2020-10-02","FM9","2","2","Ambient","Pathogen",0.565,"2020-10-02_225","2020-10-09","FM9","2","2","Ambient","Pathogen",0.556,"2020-10-09_225","2020-10-15","FM9","2","2","Ambient","Pathogen",0.555,"2020-10-15_225","2020-10-23","FM9","2","2","Ambient","Pathogen",0.542,"2020-10-23_225","2020-10-29","FM9","2","2","Ambient","Pathogen",0.51,"2020-10-29_225","2020-10-30","FM9","2","2","Ambient","Pathogen",0.5,"2020-10-30_225",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-08-12","FM9","3","7","NH4","Placebo",0.691,"2020-08-12_226","2020-09-02","FM9","1","7","NH4","Placebo",0.605,"2020-09-02_226","2020-09-11","FM9","1","7","NH4","Placebo",0.613,"2020-09-11_226","2020-09-18","FM9","7","7","NH4","Placebo",0.542,"2020-09-18_226","2020-09-22","FM9","7","7","NH4","Placebo",0.545,"2020-09-22_226","2020-09-25","FM9","7","7","NH4","Placebo",0.54,"2020-09-25_226","2020-10-02","FM9","7","7","NH4","Placebo",0.548,"2020-10-02_226","2020-10-09","FM9","7","7","NH4","Placebo",0.559,"2020-10-09_226","2020-10-15","FM9","7","7","NH4","Placebo",0.566,"2020-10-15_226","2020-10-23","FM9","7","7","NH4","Placebo",0.555,"2020-10-23_226",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","7","7","NH4","Placebo",0.557,"2020-10-30_226","2020-11-06","FM9","6","7","NH4","Placebo",0.537,"2020-11-06_226"
"227","2020-08-12","FM9","3","5","Ambient","Placebo",0.691,"2020-08-12_227","2020-09-02","FM9","5","5","Ambient","Placebo",0.602,"2020-09-02_227","2020-09-11","FM9","5","5","Ambient","Placebo",0.603,"2020-09-11_227","2020-09-18","FM9","5","5","Ambient","Placebo",0.534,"2020-09-18_227","2020-09-22","FM9","5","5","Ambient","Placebo",0.552,"2020-09-22_227","2020-09-25","FM9","5","5","Ambient","Placebo",0.551,"2020-09-25_227","2020-10-02","FM9","5","5","Ambient","Placebo",0.558,"2020-10-02_227","2020-10-09","FM9","5","5","Ambient","Placebo",0.531,"2020-10-09_227","2020-10-15","FM9","5","5","Ambient","Placebo",0.561,"2020-10-15_227","2020-10-23","FM9","5","5","Ambient","Placebo",0.548,"2020-10-23_227",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","5","5","Ambient","Placebo",0.539,"2020-10-30_227","2020-11-06","FM9","4","5","Ambient","Placebo",0.49,"2020-11-06_227"
"228","2020-08-12","FM9","3","5","Ambient","Pathogen",0.693,"2020-08-12_228","2020-09-02","FM9","5","5","Ambient","Pathogen",0.648,"2020-09-02_228","2020-09-11","FM9","5","5","Ambient","Pathogen",0.641,"2020-09-11_228","2020-09-18","FM9","5","5","Ambient","Pathogen",0.58,"2020-09-18_228","2020-09-22","FM9","5","5","Ambient","Pathogen",0.553,"2020-09-22_228","2020-09-25","FM9","5","5","Ambient","Pathogen",0.572,"2020-09-25_228","2020-10-02","FM9","5","5","Ambient","Pathogen",0.596,"2020-10-02_228","2020-10-09","FM9","5","5","Ambient","Pathogen",0.579,"2020-10-09_228","2020-10-15","FM9","1","5","Ambient","Pathogen",0.526,"2020-10-15_228","2020-10-23","FM9","1","5","Ambient","Pathogen",0.525,"2020-10-23_228",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM9","1","5","Ambient","Pathogen",0.548,"2020-10-30_228","2020-11-06","FM9","1","5","Ambient","Pathogen",0.534,"2020-11-06_228"
"229","2020-08-12","FM9","3","1","Ambient","Pathogen",0.691,"2020-08-12_229","2020-09-02","FM9","3","1","Ambient","Pathogen",0.651,"2020-09-02_229","2020-09-11","FM9","7","1","Ambient","Pathogen",0.566,"2020-09-11_229","2020-09-18","FM9","1","1","Ambient","Pathogen",0.536,"2020-09-18_229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-08-12","FM6","4","1","Ambient","Pathogen",0.702,"2020-08-12_230","2020-09-02","FM6","3","1","Ambient","Pathogen",0.672,"2020-09-02_230","2020-09-11","FM6","7","1","Ambient","Pathogen",0.583,"2020-09-11_230","2020-09-18","FM6","1","1","Ambient","Pathogen",0.514,"2020-09-18_230","2020-09-22","FM6","1","1","Ambient","Pathogen",0.619,"2020-09-22_230","2020-09-25","FM6","1","1","Ambient","Pathogen",0.611,"2020-09-25_230","2020-10-02","FM6","1","1","Ambient","Pathogen",0.606,"2020-10-02_230","2020-10-09","FM6","1","1","Ambient","Pathogen",0.595,"2020-10-09_230","2020-10-15","FM6","1","1","Ambient","Pathogen",0.625,"2020-10-15_230","2020-10-23","FM6","1","1","Ambient","Pathogen",0.594,"2020-10-23_230",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM6","1","1","Ambient","Pathogen",0.557,"2020-10-30_230","2020-11-06","FM6","1","1","Ambient","Pathogen",0.525,"2020-11-06_230"
"231","2020-08-12","FM6","4","7","NH4","Placebo",0.701,"2020-08-12_231","2020-09-02","FM6","1","7","NH4","Placebo",0.621,"2020-09-02_231","2020-09-11","FM6","1","7","NH4","Placebo",0.626,"2020-09-11_231","2020-09-18","FM6","7","7","NH4","Placebo",0.605,"2020-09-18_231","2020-09-22","FM6","7","7","NH4","Placebo",0.58,"2020-09-22_231","2020-09-25","FM6","7","7","NH4","Placebo",0.581,"2020-09-25_231","2020-10-02","FM6","7","7","NH4","Placebo",0.512,"2020-10-02_231","2020-10-09","FM6","7","7","NH4","Placebo",0.587,"2020-10-09_231","2020-10-15","FM6","7","7","NH4","Placebo",0.575,"2020-10-15_231","2020-10-23","FM6","7","7","NH4","Placebo",0.538,"2020-10-23_231",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM6","7","7","NH4","Placebo",0.54,"2020-10-30_231","2020-11-06","FM6","6","7","NH4","Placebo",0.474,"2020-11-06_231"
"232","2020-08-12","FM6","4","3","NH4","Pathogen",0.678,"2020-08-12_232","2020-09-02","FM6","7","3","NH4","Pathogen",0.653,"2020-09-02_232","2020-09-11","FM6","3","3","NH4","Pathogen",0.619,"2020-09-11_232","2020-09-18","FM6","3","3","NH4","Pathogen",0.586,"2020-09-18_232","2020-09-22","FM6","3","3","NH4","Pathogen",0.573,"2020-09-22_232","2020-09-25","FM6","3","3","NH4","Pathogen",0.585,"2020-09-25_232","2020-10-02","FM6","3","3","NH4","Pathogen",0.555,"2020-10-02_232","2020-10-09","FM6","3","3","NH4","Pathogen",0.544,"2020-10-09_232","2020-10-15","FM6","3","3","NH4","Pathogen",0.597,"2020-10-15_232","2020-10-23","FM6","3","3","NH4","Pathogen",0.6,"2020-10-23_232",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM6","3","3","NH4","Pathogen",0.551,"2020-10-30_232","2020-11-06","FM6","2","3","NH4","Pathogen",0.576,"2020-11-06_232"
